H&M_Review,Sentiment Category
"Goede oversized sweater van fijn materiaal. Zit heel comfortabel! Hij is bij mij wel wat groot, maar dat hoort bij oversized.",Neutral
"Mooie trui, maar valt inderdaad groot. Stond al wel bij de beschrijving. Dus is goed om rekening mee te houden.",Neutral
Minder oversized dan ik dacht. Ik ben een vrouw van 1.67 m. Had toch beter een s kunnen nemen.,Neutral
"Prachtige roestbruine kleur, maar de trui kwam strakker uit de was en de stof werd ruw.",Neutral
"Fijn katoen en mooie kleur Het hoofd gat is een beetje strak, anders zou het 5* zijn",Neutral
Lekker oversized en stevige stof. Maat is prima aangezien ik brede schouders heb,Neutral
Heb een maatje kleiner genomen ivm oversized fit. Daar ben ik blij om. Fijn shirt. Niet te dik.,Positive
"Valt ruim, maar zit erg lekker",Neutral
"Mooie trui, fijne dikke stof maar de mouwen zijn te kort. XL gekozen voor een man van 1.92 m. Deze trui gaat helaas terug.",Neutral
Wat een heerlijke hoodie super fijne stof zit geweldig lekker. Stevige onderkant dus blijft mooi zitten en lekker warm.,Positive
Artikel was goed maar helaas voor de 2de keer bestellen verkeerde kleur zwart besteld maar krijg offblack,Neutral
Na 1x wassen op 30 graden zijn de mouwen en lengte ontzettend gekrompen,Neutral
"Valt echt super groot, wel goed, stevig materiaal",Positive
"Lekker oversized, geweldige kwaliteit!",Neutral
Dunne stof en weinig model in de trui.,Neutral
Was helaas te groot. Geretourneerd,Neutral
"Te ruwe stof, zit niet comfortabel",Neutral
Heerlijke hoodie. Super kwaliteit,Positive
Heerlijk warme hoodie. Super goede kwaliteit katoen. Ook niet te kort maar een goede lengte.,Positive
"Mooie, stevige kwaliteit zonder dat het afdoet aan draagcomfort.",Neutral
Fijne dikke stof. Goede kwaliteit en stevig.,Neutral
Hee chill fleece vest met ook pockets voorin. Kleur staat warm en geeft een gezonde huidskleur.,Positive
"Fijne stof en zit lekker, niet echt oversized",Neutral
Verdomd goed. Ik zou opnieuw kopen.,Neutral
"Leuke kleur (bruin) en stof zelf was fijn, maar de fit is heel raar: ik had maat M en zat als L/XL in de breedte en behoorlijke pofmouwen en was vooral heel erg kort, alsof-ie te heet gewassen was.",Positive
Maat valt super klein. Wijde veel te korte plofferige mouwen. Zal wel in de 'hippe fit' zitten maar totaal niet comfortabel wat je juist wel verwacht van zo'n vest.,Positive
"mooie en goede kwaliteit, capuchon is redelijk groot wat ik zelf wel leuk vind. geretourneerd omdat dit niet was wat ik zocht.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
Lekker oversized pasvorm. Voelt degelijk aan. Oogt wel aan de korte kant maar dat vind ik geen probleem,Neutral
mij iets te relaxed. wellcht 1 maat of 2 zelfs kleiner. beetje te van het goede.,Positive
"Mooie zware stof, goede kwaliteit. Minpunt is dat hij een beetje kort valt .",Neutral
Goeie lengte voor man van 1.71. Goeie mouw lengte. Warm en mooi materiaal,Positive
Mooie kwaliteit en perfect pasvorm. Kleur is top en zit echt lekker,Positive
"Prachtige, comfortabele hoodie! Ik had hem een maatje groter besteld, omdat ik m graag oversized wou hebben.",Neutral
"Lekkere trui, geen top kwaliteit. Heren afdeling heeft betere",Positive
Voelt stevig aan. Hele mooie trui.,Neutral
"Mooie trui,leuke kleur",Neutral
Zitten lekker en fijn!,Neutral
zit heerlijk,Neutral
Het is echt een super lekker zachte hoodie. Het enige nadeel is dat hij verschrikkelijk afgeeft. Mijn hele lichaam was ineens grijs/blauw en alleen als ik de hoodie aan heb,Positive
"Goede kwaliteit en goede pasvorm de 3xl is ook daadwerkelijk 3xl , zeer tevreden.",Neutral
Hele koele hoodie en goede kwaliteit ik had een alleen wat langer verwacht,Neutral
"Zit goed, kleur mooi bij zijn ogen. Kwaliteit materiaal zacht.",Neutral
Exchanging for a larger size as the sleeves were too short.,Neutral
Valt goed voor mijn man die lang is. Ook mooie kleur,Negative
Super tof zit lekker blijft mooi in de was,Positive
"Prima kwaliteit, mooie trui, zit lekker.",Neutral
Mooie kwaliteit maar wel erg oversized.,Neutral
Comfortabele trui en valt naar maat,Neutral
Ze zitten perfect hoe ik het wou geen problemen ermee. En goeie stof ook,Positive
Leuke trui. Lichter geel van kleur dan op de foto. Super lekker zacht.,Positive
"Puber dochter vond het toch niet zo leuk dan ze verwachte, dus retour",Neutral
Mijn zoon is er blij mee. Mooie dikke stof en kwaliteit.,Neutral
Het is echt de meest zachte trui ever en goede kwaliteit,Neutral
Leuke orginele print met reliëf en lekkere kwaliteit,Neutral
Zit heerlijk en is lekker zacht van binnen.,Neutral
"Lekker warm, goede lengte en lekker zacht.",Positive
"Warme hoodie, met een prefecte fit.",Positive
Mooie kwaliteit en draagt lekker,Neutral
Heerlijk om te dragen ik heb hem met textiel stiften ingekleurd heel leuk resultaat!,Neutral
"Perfecte pasvorm, lekker breed bij de schouders. Erg comfortabel. Fijne materiaal",Neutral
"leuke sweater, voor mijn zoon gekocht, past goed.",Neutral
"Goede kwaliteit sweater, lekkere fit",Positive
Lekker warm en zacht.,Positive
Mooi.,Neutral
Gaaf!,Neutral
Mooi,Neutral
"Super leuke trui! Ik twijfelde eerst over de kleur omdat het als jongen zijnde soms risicovol is om roze te dragen, maar wat een prachtige trui is dit zeg! Hij past goed, de kleur is erg mooi in combinatie met de print en het materiaal is erg fijn. Zeker aan te bevelen.",Positive
"Super chille en leuke trui!! Had hem in meerdere maten gekocht om te kijken welke het fijnst zat. Als je twijfelt tussen 2 maten, ga voor de kleinere. L was echt veeeeeeeeeeels te groot voor mij, ik verdronk er bijna in haha",Positive
"Super chille en leuke trui!! Had hem in meerdere maten gekocht om te kijken welke het fijnst zat. Als je twijfelt tussen 2 maten, ga voor de kleinere. L was echt veeeeeeeeeeels te groot voor mij, ik verdronk er bijna in haha",Positive
"Goede kwaliteit, hoodie valt erg goed op de maat. Niet te lang of te kort. Stof is van juiste dikte, kan in alle seizoenen gedragen worden zonder discomfort.",Negative
"De stof voelt fijn (zacht en soepel) en de kleur en de print zien er mooi uit. De maat is ietsjes oversized, maar dat zit juist wel lekker en comfortabel.",Neutral
helaas veel te groot maar de sweater opzicht en de afbeeldingen erop zijn wel heel erg mooi maar toch helaas retour moeten sturen.,Neutral
"mooie kleur, perfecte maat en valt mooi. kan je bijna op alles dragen. mooie print ook. voor vrouwen wel beetje lang",Neutral
Erg nice! Had van mij wel misschien nog iets ruimer mogen zitten maar valt verder naar de maat.,Positive
"Hele vette hoodie en leuke kleur, valt lekker ruim. Erg nice als baggy hoodie",Positive
"Beste sweater materiaal en leuke print achter en voor , simpel maar mooi !",Neutral
"Werkelijk een super sweater. Ik heb er 5 besteld en na passen bleek de M ietsje te groot te vallen. Als test eentje in de wasmachine en droger gedaan en... nu is het helemaal mijn maat. Goede kwaliteit niet te dun en niet te dik, gewoon heerlijk om te dragen tijdens alle jaargetijden. Waarom vijf stuks besteld? Omdat ze wit zijn en ik zeker weet dat als ik er maar eentje heb, dat die dan niet een lang leven beschoren is.",Neutral
"Gekocht voor mijn vriend en hij is er ontzettend blij mee. Het is een erg mooie, zachte stof. Inmiddels ook in een andere kleur besteld!",Neutral
"Dit is zowel op de foto als in het echt geen donkerblauw te noemen, het is zwartpaars. Wel een hele mooie trui.",Neutral
Mooie trui. Sluit mooi aan in de hals maar wel vrij los bij de mouwen,Neutral
Draag xxxl prima op maar en geen te warme trui ben heel tevreden,Neutral
"Wel iets duurder, maar goede lengte, valt goed en mooie kleur",Neutral
Mooie trui maar valt groot dus maat kleiner besteld.,Neutral
"Heb hem terug gestuurd, zat te groot en niet mooi",Neutral
"Leuke trui, leuke kleur! Voor deze prijs..",Neutral
Leuke trui mooie kleur valt lekker losjes,Neutral
Mooie kwaliteit,Neutral
Beetje ruim,Neutral
"Zit goed, is alleen langer dan op de foto lijkt, valt over het logo van de broek.",Neutral
"Zit comfortabel, ziet er leuk uit.",Neutral
"Mooie gladde stevige sweatstof, binnenkant lekker zacht. Mooie diep paarse kleur. Goede pasvorm.",Neutral
"Mooie donkergrijs vest, valt goed qua maat en is zacht van binnen.",Neutral
"Had de groene variant al waar ik enorm blij mee ben, deze bruine heeft helaas een wassing die een beetje tussen 'vervaald' en 'viezig' balanceert. Model en materiaal verder perfect.",Negative
Het is echt een super lekker zachte hoodie. Het enige nadeel is dat hij verschrikkelijk afgeeft. Mijn hele lichaam was ineens grijs/blauw en alleen als ik de hoodie aan heb,Positive
"Goede kwaliteit en goede pasvorm de 3xl is ook daadwerkelijk 3xl , zeer tevreden.",Neutral
Hele koele hoodie en goede kwaliteit ik had een alleen wat langer verwacht,Neutral
"Zit goed, kleur mooi bij zijn ogen. Kwaliteit materiaal zacht.",Neutral
Exchanging for a larger size as the sleeves were too short.,Neutral
Valt goed voor mijn man die lang is. Ook mooie kleur,Negative
Super tof zit lekker blijft mooi in de was,Positive
"Prima kwaliteit, mooie trui, zit lekker.",Neutral
Mooie kwaliteit maar wel erg oversized.,Neutral
Comfortabele trui en valt naar maat,Neutral
"Leuke kleur (bruin) en stof zelf was fijn, maar de fit is heel raar: ik had maat M en zat als L/XL in de breedte en behoorlijke pofmouwen en was vooral heel erg kort, alsof-ie te heet gewassen was.",Positive
Maat valt super klein. Wijde veel te korte plofferige mouwen. Zal wel in de 'hippe fit' zitten maar totaal niet comfortabel wat je juist wel verwacht van zo'n vest.,Positive
"mooie en goede kwaliteit, capuchon is redelijk groot wat ik zelf wel leuk vind. geretourneerd omdat dit niet was wat ik zocht.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
Lekker oversized pasvorm. Voelt degelijk aan. Oogt wel aan de korte kant maar dat vind ik geen probleem,Neutral
mij iets te relaxed. wellcht 1 maat of 2 zelfs kleiner. beetje te van het goede.,Positive
"Mooie zware stof, goede kwaliteit. Minpunt is dat hij een beetje kort valt .",Neutral
Goeie lengte voor man van 1.71. Goeie mouw lengte. Warm en mooi materiaal,Positive
Mooie kwaliteit en perfect pasvorm. Kleur is top en zit echt lekker,Positive
Ze zitten perfect hoe ik het wou geen problemen ermee. En goeie stof ook,Positive
Leuke trui. Lichter geel van kleur dan op de foto. Super lekker zacht.,Positive
"Puber dochter vond het toch niet zo leuk dan ze verwachte, dus retour",Neutral
Mijn zoon is er blij mee. Mooie dikke stof en kwaliteit.,Neutral
Het is echt de meest zachte trui ever en goede kwaliteit,Neutral
Leuke orginele print met reliëf en lekkere kwaliteit,Neutral
Zit heerlijk en is lekker zacht van binnen.,Neutral
"Lekker warm, goede lengte en lekker zacht.",Positive
"Warme hoodie, met een prefecte fit.",Positive
Mooie kwaliteit en draagt lekker,Neutral
"Mooie trui, fijne dikke stof maar de mouwen zijn te kort. XL gekozen voor een man van 1.92 m. Deze trui gaat helaas terug.",Neutral
Wat een heerlijke hoodie super fijne stof zit geweldig lekker. Stevige onderkant dus blijft mooi zitten en lekker warm.,Positive
Artikel was goed maar helaas voor de 2de keer bestellen verkeerde kleur zwart besteld maar krijg offblack,Neutral
Na 1x wassen op 30 graden zijn de mouwen en lengte ontzettend gekrompen,Neutral
"Valt echt super groot, wel goed, stevig materiaal",Positive
"Lekker oversized, geweldige kwaliteit!",Neutral
Dunne stof en weinig model in de trui.,Neutral
Was helaas te groot. Geretourneerd,Neutral
"Te ruwe stof, zit niet comfortabel",Neutral
Heerlijke hoodie. Super kwaliteit,Positive
"Mooie warme diep bruine kleur. De stof voelt stevig en zacht. De sweater valt mooi en en zit lekker en ook de maatvoering klopt, hij valt gewoon op maat. Kleine details maken dat deze basic sweater niet standaard oogt.",Neutral
Mooie kleur (komt goed overeen met de kleur op de site) en de stof voelt stevig maar wel zacht aan. Gewoon een basic sweater die uitblinkt in kleine details en kwaliteit.,Negative
Mouwen hadden iets langer gemogen voor een relaxed fit. Goedkopere fleece binnenkant die erg gaat pluizen.,Positive
Mooie kwalitatieve stof waardoor de trui er chic uitziet. Daarnaast lekker warm en zacht.,Positive
Cadeau gegeven aan mijn man. Hij is er tevreden mee. Past goed. Niet te kort.,Neutral
Prachtige kleur precies zoals op de sites,Neutral
"Mooi trui, kwaliteit was ook goed",Neutral
Mooie pasvorm. Goede kwaliteit,Neutral
"Mooi trui , kwaliteit is goed",Neutral
Viel tegen! Beetje gewoon.,Neutral
Lekker baggy met 1 maat te groot besteld Mouwen goed en lengte ook,Neutral
"Mooie kleur, strak en simpel printje, warm en mooie kwaliteit!",Positive
Deze maat L valt als een maat XXL,Neutral
Heel mooi en zit heel relaxed.,Positive
Toch niet wat ik had verwacht,Neutral
Groener dan op foto,Neutral
Niks om op aan te merken. Alleen niet drogen in de droger want het kan krimpen,Positive
Pluist snel met voorzichtig wassen en ook tijdens het dragen.,Neutral
"Dunne trui, maar wel mooi en zit fijn.",Neutral
Zit precies goed! Heerlijk zachte trui,Neutral
Mooie pasvorm. Goede kwaliteit,Neutral
Ruime hoodie mooie kleuren,Neutral
Kwaliteit is uitstekend.,Neutral
Beetje te dun materiaal,Neutral
Comfortabel!,Neutral
Perfect,Positive
"Leuke casual sweater. Zelf gekocht als huispak, en dan is het vooral belangrijk dat het lekker zit en dat doet deze. De binnenkant is lekker zacht. Vind het ook erg mooi dat de print erop geborduurd is en niet geprint",Positive
"Mooie trui, maar voor de flinkere man toch echt te kort.",Neutral
"mooie kwaliteit, erg zacht.",Neutral
Fijne sweater. Lekker ruim,Neutral
Heerlijke trui,Neutral
leuke trui,Neutral
Wil langer,Neutral
Super,Positive
Top,Positive
"Prachtig! Geweldige kwaliteit, mooie kleur, erg comfortabel. Iets meer oversized dan normaal maar dat vind ik fijn.",Neutral
Mooie trui die precies goed past. Mooi geborduurde opdruk.,Negative
Geweldige sweater. Zit goed en mooie stof,Neutral
Heerlijke trui!,Neutral
Top kwaliteit,Positive
Past perfect,Positive
Hij is goed,Neutral
Malse trui,Neutral
Mooi,Neutral
"Maat S zat goed! Alleen geeft binnen zijde, stofjes af, hopelijk dat het wassen helpt, zodat het niet meer afgeeft. Verder een leuke vest voor m'n zoon",Neutral
"Wat een mooi vest, lekker zacht, dikke kwaliteit. Mijn zoon is er erg blij mee.",Neutral
Nice details.,Positive
"Maat S zat goed! Alleen geeft binnen zijde, stofjes af, hopelijk dat het wassen helpt, zodat het niet meer afgeeft. Verder een leuke vest voor m'n zoon",Neutral
"Wat een mooi vest, lekker zacht, dikke kwaliteit. Mijn zoon is er erg blij mee.",Neutral
Nice details.,Positive
Kwaliteit is juist,Neutral
Erg mooi,Neutral
"Super lekkere en leuke sweater, heb een grotere maat gekocht voor het oversized effect.",Positive
super hoody. mooie kwaliteit . leuke print van Snoopy,Positive
Gekocht voor mijn zoon van 12 jaar. Valt wel klein.,Neutral
Mooie trui. Hoop dat de print ook goed blijft.,Neutral
Prima kwaliteit voor een goede prijs. Top!,Positive
super leuke trui en is ook lekker warm,Positive
Beetje dunne stof voor een hoodie,Neutral
Super leuke sweater. Snoopy ❤️,Positive
Top hoody . Fijne pasvorm,Positive
heel mooi en past goed,Neutral
"Prima hoodie, ziet er mooi uit, zit goed, lekker warm en superzachte stof.",Positive
"Erg oversized, maar fijne stof en lengte klopt wel.",Neutral
Zit perfect,Positive
Heeel moooi,Neutral
zacht,Neutral
Stevige kwaliteit. Langere cuffs en stevige kraag met robuuste rits maken de half zip sweater stoerder dan standaard.,Neutral
Leuk shirt met goede pasvorm. Staat iets netter dan een sweatshirt.,Neutral
Zit erg fijn,Neutral
Broek valt wel groter uit. Heb dezelfde joggingbroeken in andere kleuren en die zitten strakker. Heb maat XS besteld dus kleiner kon niet,Negative
"Heerlijk huispak, lekker zachte stof, warm en chille pasvorm. Meteen een 2e pak in andere kleur bijbesteld. Hele mooie prijs ook.",Positive
